69281,Sleuth,1972,8.1,"Mystery,Thriller","MV5BM2EzZmFmMmItODY3Zi00NjdjLWE0MTYtZWQ3MGIyM2M4YjZhXkEyXkFqcGdeQXVyMzg2MzE2OTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
75276,Stroszek,1977,8,"Comedy,Drama","MV5BMTEyMjAwNjcyMTheQTJeQWpwZ15BbWU4MDI2OTgwOTIx._V1_UX182_CR0,0,182,268_AL_.jpg"
67803,Summer of '42,1971,7.3,"Comedy,Drama,Romance","MV5BMTc3MDQxNzcyNF5BMl5BanBnXkFtZTYwNDE0MzI5._V1_UY268_CR2,0,182,268_AL_.jpg"
70819,A Touch of Class,1973,6.5,"Comedy,Romance","MV5BMTkzNjQzMjMwMl5BMl5BanBnXkFtZTYwNjA1MTE5._V1_UY268_CR2,0,182,268_AL_.jpg"
55539,Town Without Pity,1961,7.3,"Crime,Drama","MV5BMjI3NzEzMDI0NF5BMl5BanBnXkFtZTcwOTcyMTM4NA@@._V1_UY268_CR9,0,182,268_AL_.jpg"
81698,Used Cars,1980,6.8,"Comedy","MV5BMTkyNTQxOTk2Ml5BMl5BanBnXkFtZTcwODc5MjIyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
50294,The Deadly Mantis,1957,4.7,"Horror,Sci-Fi,Thriller","MV5BZjQxNDk4NWEtNDUzNC00Nzk4LWE1ZGMtMjc4MDFlYWMzZGU0XkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_UY268_CR9,0,182,268_AL_.jpg"
259288,Dragonfly,2002,6.1,"Drama,Fantasy,Mystery","MV5BNjNhYWZjN2EtNTI5ZC00ZjE5LTgwMDYtOGZmNmM3MDBjZGZmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
238546,Queen of the Damned,2002,5.3,"Drama,Fantasy,Horror","MV5BMTYxNDEyMzEzMV5BMl5BanBnXkFtZTYwMDM1NjA3._V1_UY268_CR0,0,182,268_AL_.jpg"
260746,Big Bad Love,2001,6.2,"Comedy,Drama,Romance","MV5BMTMwODIzMzk0OV5BMl5BanBnXkFtZTcwMzIxNjgxMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
229002,Green Dragon,2001,6.4,"Drama","MV5BMTI4Mzk3MDg1Nl5BMl5BanBnXkFtZTcwOTk1NjEzMg@@._V1_UY268_CR2,0,182,268_AL_.jpg"
207524,How to Kill Your Neighbor's Dog,2000,7,"Comedy,Drama","MV5BMjAyNzA0MjYzM15BMl5BanBnXkFtZTYwNjQ3NTE5._V1_UX182_CR0,0,182,268_AL_.jpg"
231956,The Last Man,2000,5.4,"Action,Comedy,Drama","MV5BMjEwNDI5MDcyNF5BMl5BanBnXkFtZTcwODIzNzAwMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
184719,Maryam,2002,7,"Drama","MV5BMjEzNTI3MjU2MF5BMl5BanBnXkFtZTcwNjM3MzkxMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
291341,Mean Machine,2001,6.5,"Comedy,Crime,Drama","MV5BN2ZjMzEwYjEtN2QzNi00MmY1LTk1OTQtZWZjZDg1NGVmMWRmL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
265343,Monsoon Wedding,2001,7.4,"Comedy,Drama,Romance","MV5BZWMzMDJhMjgtZjk2NS00ZDM4LThmOGMtOTQzYWU3N2Y4Y2M2XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY268_CR1,0,182,268_AL_.jpg"
275067,Wendigo,2001,5,"Horror,Mystery,Thriller","MV5BNDk5NWY5MzgtMmIyMi00NzQzLWJkZmUtMGM1YzFmY2I1YjBiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
143861,Scratch,2001,7.9,"Documentary,Music","MV5BMTY2OTgxMjk5M15BMl5BanBnXkFtZTcwOTA0MTIyMQ@@._V1_UY268_CR7,0,182,268_AL_.jpg"
301893,State Property,2002,4.3,"Drama,Crime,Action","MV5BMTQ0OTYwNzg4NV5BMl5BanBnXkFtZTcwMTQ0NTc0MQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
74174,The Bad News Bears,1976,7.3,"Comedy,Drama,Family","MV5BNTU1ZjNmNjktNjk4Yy00MzdjLTk0YzktMDRlYTllMjE0N2I0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
77199,The Bad News Bears Go to Japan,1978,3.4,"Comedy,Family,Sport","MV5BMTQxNjI5MTM2N15BMl5BanBnXkFtZTcwMzQ0MzkyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
75718,The Bad News Bears in Breaking Training,1977,5.5,"Comedy,Family,Sport","MV5BMTUwMjQwMDUxMV5BMl5BanBnXkFtZTcwNjkwOTIyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
61781,The Firemen's Ball,1967,7.7,"Comedy,Drama","MV5BY2NkNjhhNjEtZmNmNi00OTIzLWIzOGItMzhlNDU2NTFlNmQ1XkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_UX182_CR0,0,182,268_AL_.jpg"
48310,The Lone Ranger,1956,6.9,"Adventure,Western","MV5BMzYwYzE4ODAtODBkZC00M2ZhLWI4ZTEtNGU4NGM2YmI4OTQ2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
51876,The Lone Ranger and the Lost City of Gold,1958,6.9,"Action,Adventure,Western","MV5BNzk2MjcxNDA3OV5BMl5BanBnXkFtZTcwNTQ5MTEyMQ@@._V1_UY268_CR9,0,182,268_AL_.jpg"
59415,The Loves of a Blonde,1965,7.7,"Comedy,Romance,Drama","MV5BMTY4NjcyMTc0N15BMl5BanBnXkFtZTcwNzA3MTYyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
216651,Vampire Hunter D: Bloodlust,2000,7.7,"Animation,Action,Adventure","MV5BMTg0NjkzMTM1NF5BMl5BanBnXkFtZTgwMDg1OTA3MjE@._V1_UY268_CR3,0,182,268_AL_.jpg"
50986,Wild Strawberries,1957,8.2,"Drama,Romance","MV5BMjgwNjI3NTM1MF5BMl5BanBnXkFtZTgwNzY3MTUyMjE@._V1_UY268_CR0,0,182,268_AL_.jpg"
57889,Black Like Me,1964,6.8,"Drama","MV5BNTcyNjkxOTI5M15BMl5BanBnXkFtZTcwNzAwNTMyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
46839,Cattle Queen of Montana,1954,5.7,"Western","MV5BZjkzMjI4OGYtNjE0Zi00YTFkLWFlY2QtM2I1YjNmODc2ZjlkXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UY268_CR9,0,182,268_AL_.jpg"
124185,Under the Skin,1997,6.6,"Drama","MV5BMTg0NzA2NjExNV5BMl5BanBnXkFtZTcwNTcxODkxMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
243736,40 Days and 40 Nights,2002,5.6,"Comedy,Romance","MV5BYjY1ZWYwM2MtNDk0YS00NjY5LWJiYzQtZjVmYmNlN2Y0MzVkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
277434,We Were Soldiers,2002,7.2,"Action,Drama,History","MV5BMDdmN2VmNmYtOGExNC00MmE4LTliOTUtOGMzMzFhMTNlOTM1L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
204700,Trouble Every Day,2001,6,"Horror,Thriller,Drama","MV5BYjgzNzAxOGYtNzM2MC00MzZhLWEwZTItMDZiMDc2ODY0ZmMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
69729,The Arena,1974,5.4,"Action,Adventure","MV5BM2MxNTdhZGQtYTc0Ny00MzRjLWFmOTYtMTA5MDdhYTY2NmJmXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
68273,The Big Bird Cage,1972,6.1,"Action,Crime,Drama","MV5BMDkxODdkMmEtYzEzNy00N2NjLThjMmYtZmE1ZDFhNDAwZjYwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
66830,The Big Doll House,1971,6,"Action,Drama,Thriller","MV5BZjQ1M2E1OGUtNDc1ZC00MjZjLTkzZWMtNGExZmEwNWYwOGU1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
94860,The Church,1989,6.2,"Horror","MV5BOGU0OWQxYWItZmI2Yy00YjM4LTgzMTktNGNmY2VhZWRlOTk4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
85380,Cross Creek,1983,7,"Biography,Drama,Romance","MV5BMTkzNzU1MTIyNl5BMl5BanBnXkFtZTcwNzMzMTkxMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
104254,FernGully: The Last Rainforest,1992,6.5,"Animation,Adventure,Family","MV5BNzNiNTliMjItMmY0ZS00YTMzLTllYTQtMzE2ZDM1YTgwZjlmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTEwMTkwOTI@._V1_UX182_CR0,0,182,268_AL_.jpg"
82559,Hell of the Living Dead,1980,4.9,"Action,Comedy,Horror","MV5BMTI1MDExMjYyMF5BMl5BanBnXkFtZTcwNjUwOTE1MQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
110146,Intersection,1994,5.2,"Drama,Romance","MV5BMjEyMDc1MDAwOF5BMl5BanBnXkFtZTcwMTM1MjIyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
91295,"Jo Jo Dancer, Your Life Is Calling",1986,6.3,"Biography,Comedy,Drama","MV5BMjEyNzI1NTk4M15BMl5BanBnXkFtZTcwOTczMjMzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
92576,StageFright,1987,6.8,"Horror,Thriller","MV5BYzUwYjcxZGQtODI3YS00ZjM5LTk4MzktODRmMzMzNDVhOTg2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
108395,A Troll in Central Park,1994,5.3,"Animation,Adventure,Comedy","MV5BNjM3MTUwNzM1M15BMl5BanBnXkFtZTYwNzMwNzU5._V1_UY268_CR4,0,182,268_AL_.jpg"
80057,Zombie,1979,6.9,"Horror","MV5BZTQzZTc3MjMtMGNiNy00ZTI1LWEwNjktYjVmODNmYjRiMGNiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
27286,The Amazing Adventure,1936,6.3,"Drama,Romance,Comedy","MV5BMTkxOTg4NzM5N15BMl5BanBnXkFtZTcwOTAzMzU1MQ@@._V1_UY268_CR43,0,182,268_AL_.jpg"
39645,My Favorite Brunette,1947,6.9,"Comedy,Crime,Mystery","MV5BMTI2NTE2NjA4MF5BMl5BanBnXkFtZTcwNTg5MzcyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
43983,Royal Wedding,1951,6.7,"Comedy,Musical,Romance","MV5BY2FlZmMyMjktOTAzYy00ZmYzLWJhNjMtMjljOWY1ZjVhZjM3XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX182_CR0,0,182,268_AL_.jpg"
38057,Scarlet Street,1945,7.9,"Drama,Film-Noir,Thriller","MV5BOTM0Y2YyMDAtMDI3Ni00NjY4LWJiYzYtMzUxNDhkMGNlYjg1L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
278295,All About the Benjamins,2002,5.8,"Action,Comedy,Crime","MV5BNjM0MzliMDktZGFlOS00NmQ3LWJhYWItMjBhZmI2OGRlMmMwXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
268695,The Time Machine,2002,5.9,"Sci-Fi,Adventure,Action","MV5BMTM4YTViNGMtYTYyOS00MTViLWEyYTgtNGM0OTIwMWRmYzdhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
290212,Full Frontal,2002,4.7,"Comedy,Romance","MV5BNzE5NjAwNDk3Nl5BMl5BanBnXkFtZTYwOTk3MjM3._V1_UX182_CR0,0,182,268_AL_.jpg"
127516,Divorcing Jack,1998,6.8,"Thriller,Comedy","MV5BMTg3MTk2MjE4M15BMl5BanBnXkFtZTcwOTA1OTEyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
99566,The Field,1990,7.4,"Drama,Thriller","MV5BMTMwMjk5MjU5Nl5BMl5BanBnXkFtZTcwMjYzNzYzNA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
99768,Hidden Agenda,1990,7,"Drama,Thriller","MV5BYmM5YWI3ZDctNGEyYy00NTQ1LWFiOTUtYzlmM2I1Yjk3MzA4XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL_.jpg"
160498,Luminarias,2000,3.6,"Comedy,Romance","MV5BMjAwOTEzOTI4N15BMl5BanBnXkFtZTcwNjY1OTkyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
35015,The Magnificent Ambersons,1942,7.9,"Drama,Romance","MV5BOTQ4Y2I5MzYtNDJkZS00YTFmLWJkODctMmU3YzQ3ZDhkMWE5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
109855,Fun,1994,7.1,"Crime,Drama","MV5BMTYwMjU5NzM5Nl5BMl5BanBnXkFtZTcwMzQ3MTk1NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
80798,Gloria,1980,7.1,"Crime,Drama,Thriller","MV5BYmQyZjUzMDgtODg1ZC00ZTI4LWExMzktMzIzZDNlOTc2MWU1XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg"
80813,The Great Rock 'n' Roll Swindle,1980,6.5,"Music","MV5BMTA3Mjk0OTcxNTheQTJeQWpwZ15BbWU3MDM2Mjk4MjE@._V1_UY268_CR4,0,182,268_AL_.jpg"
80836,Hangar 18,1980,5.3,"Action,Biography,Sci-Fi","MV5BMTI5MzcwMDU1OF5BMl5BanBnXkFtZTYwNjcyNjg5._V1_UX182_CR0,0,182,268_AL_.jpg"
80846,Hawk the Slayer,1980,5.5,"Adventure,Fantasy","MV5BMTc1NjUxNDI3NV5BMl5BanBnXkFtZTcwMjI0MDMyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
80850,He Knows You're Alone,1980,4.9,"Horror,Thriller","MV5BZGNlYjk3NmMtNTVlNS00ODg5LWExNmYtNmUyNWZmZTA2MDk4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
80855,Heaven's Gate,1980,6.8,"Adventure,Drama,Western","MV5BMjAxNDE5MzQ5M15BMl5BanBnXkFtZTcwNTk3MTE3NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
80863,Hero at Large,1980,6.1,"Comedy,Romance","MV5BMTI4NjYyNzI3N15BMl5BanBnXkFtZTcwNDYyMTYyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
80888,Honeysuckle Rose,1980,6.2,"Music,Romance,Drama","MV5BMTAxMDQzNDYyOTReQTJeQWpwZ15BbWU4MDQzMTYyMzEx._V1_UX182_CR0,0,182,268_AL_.jpg"
80889,Hopscotch,1980,7.2,"Adventure,Comedy","MV5BMTAzMzYzMjUyMTheQTJeQWpwZ15BbWU2MDk1NjIxOQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
80895,How to Beat the High Co$t of Living,1980,5.9,"Comedy,Crime","MV5BMTk5MjU2MzY2OV5BMl5BanBnXkFtZTcwMzAzODE0NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
80904,Humanoids from the Deep,1980,5.7,"Horror,Sci-Fi","MV5BNGVjYWU1ZTItMjA4YS00ZGI5LTlmODEtMGRmODNjZWNkY2QzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
80928,Inside Moves,1980,7.4,"Drama","MV5BMTc2NzY3Mzc1N15BMl5BanBnXkFtZTcwNzQyMDMyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
80934,The Island,1980,5.3,"Action,Adventure,Drama","MV5BMzIxZDBmN2QtMTRhOS00ZWVmLThmZjQtYzdmMGU3OTg2YzVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
80948,The Jazz Singer,1980,5.8,"Drama,Music,Romance","MV5BMjA3OTQxOTI2OV5BMl5BanBnXkFtZTcwNjQ0MTEzMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
76276,Ko to tamo peva,1980,8.9,"Adventure,Comedy,Drama","MV5BMDkyNTY0YzUtOWMyZC00ZmM2LWIwNGQtNTkyNDYzOTM3ZDNjXkEyXkFqcGdeQXVyMTM3OTE2Mzg@._V1_UY268_CR7,0,182,268_AL_.jpg"
81027,Zombie Lake,1981,3,"Horror","MV5BMTIwMjM2ODAxN15BMl5BanBnXkFtZTcwNDgwMTUyMQ@@._V1_UY268_CR5,0,182,268_AL_.jpg"
81059,Lion of the Desert,1980,8.4,"Biography,Drama,History","MV5BNGUxMDYzNjktNjgwZi00ZjIwLTgwNzItNDQ5Mzg5ZWU0YWRlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY268_CR7,0,182,268_AL_.jpg"
81060,Little Darlings,1980,6.4,"Comedy,Drama","MV5BMTcxNTE4MzYyMV5BMl5BanBnXkFtZTcwNzY2OTIzMg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
81070,The Long Good Friday,1980,7.7,"Crime,Drama,Mystery","MV5BMjAzNDMxNTQ1OV5BMl5BanBnXkFtZTYwMTA0NDU5._V1_UY268_CR1,0,182,268_AL_.jpg"
81071,The Long Riders,1980,7.1,"Western","MV5BMjE4NDk4MDMxN15BMl5BanBnXkFtZTcwMTkzNzA2NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
81109,The Man Who Saw Tomorrow,1981,6.1,"Biography,Drama,History","MV5BMTY4ODI5NTU0MF5BMl5BanBnXkFtZTYwMDA4Nzg5._V1_UX182_CR0,0,182,268_AL_.jpg"
81112,Eaten Alive!,1980,5.2,"Adventure,Horror","MV5BNTY2MGEyM2EtNGNkZi00ZTNjLTliYzYtYTc3NzZmZTdjYmZhXkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_UY268_CR4,0,182,268_AL_.jpg"
81176,Mon oncle d'Amrique,1980,7.9,"Comedy,Drama,Romance","MV5BMTcyODMxMDMxMl5BMl5BanBnXkFtZTcwNzg0MzYyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
81178,The Monster Club,1981,5.9,"Comedy,Fantasy,Horror","MV5BMTIyMTY5NTg0Ml5BMl5BanBnXkFtZTcwOTI1MDUyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
81182,Death Watch,1980,6.9,"Drama,Sci-Fi","MV5BMTAzMTQ0OTA4MzNeQTJeQWpwZ15BbWU2MDUwMTQ5OQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
81184,Motel Hell,1980,6.1,"Comedy,Horror,Thriller","MV5BYzU4MDlkNGYtYTcxMi00MjBiLWI3MGEtMWI0ZWU2ZDAyNTI1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
81186,Mother's Day,1980,5.4,"Comedy,Horror,Thriller","MV5BYjhhYzhhY2YtMDhjOC00YWQ5LWE0MzItNjc0NDhlN2U5MjhjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
81187,The Mountain Men,1980,6.4,"Adventure,Western","MV5BMTc1NzcxMTQwNl5BMl5BanBnXkFtZTcwNjkwNTEyMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg"
81237,The Ninth Configuration,1980,7.2,"Comedy,Drama,Horror","MV5BZjI3NzUyMWEtNmNlZC00OWIwLTlkOTEtNGI0ZjMwNDJiMTQzXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg"
81809,ffolkes,1980,6.3,"Action,Adventure,Thriller","MV5BMTBjZjM4MjAtMjM1NC00N2IxLWE4MTMtMjIyMjVkNDhlODU4L2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_UY268_CR0,0,182,268_AL_.jpg"
81248,Burial Ground: The Nights of Terror,1981,5.6,"Horror","MV5BOTFhZTE4ZGEtMjkwNC00ZjVkLWJkZWItY2I5YWQwODg4MTNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
81249,The Nude Bomb,1980,5,"Comedy,Crime,Mystery","MV5BMjA2NTM5NTc1NF5BMl5BanBnXkFtZTcwMDY4MDcxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
81259,The Octagon,1980,5,"Action,Drama,Romance","MV5BMTY5NTIwMzU4MV5BMl5BanBnXkFtZTYwNjk1Mjg5._V1_UX182_CR0,0,182,268_AL_.jpg"
81268,"Oh, God! Book II",1980,5.1,"Comedy,Fantasy","MV5BMjAxNjcxNTAwNl5BMl5BanBnXkFtZTgwNDU4MjMyMDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
76489,"Oh, God!",1977,6.6,"Comedy,Fantasy","MV5BMTM2ODcwNTYxMF5BMl5BanBnXkFtZTcwNTc4MzUxMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
81269,Oh Heavenly Dog,1980,5.4,"Comedy,Crime,Fantasy","MV5BMTY4MjE4NTg1NV5BMl5BanBnXkFtZTcwMTQ1MDAzMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
81323,"Pepi, Luci, Bom y otras chicas del mont_n",1980,6.3,"Comedy","MV5BMTMzMDQ1ODE4MV5BMl5BanBnXkFtZTcwNzEwNzA4MQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
